"filename", "language", "CSS", "JavaScript", "comment", "blank", "total"
"/home/bishe/Desktop/happy/src/static/css/main.css", "CSS", 1, 0, 0, 0, 1
"/home/bishe/Desktop/happy/src/static/js/paser.js", "JavaScript", 0, -2, 2, 0, 0
"/home/bishe/Desktop/happy/src/static/js/state_machine.js", "JavaScript", 0, 5, 0, 0, 5
"/home/bishe/Desktop/happy/src/static/js/visual.js", "JavaScript", 0, 33, 22, 4, 59
"Total", "-", 1, 36, 24, 4, 65
